Time,Country,Series,Scale,Data
YR2005,YEM,SI.POV.NAHC,0,34.8
YR2014,YEM,SI.POV.NAHC,0,48.6
YR1998,YEM,SI.POV.NAHC.NC,0,40.1
YR2005,YEM,SI.POV.NAHC.NC,0,34.8
YR2014,YEM,SI.POV.NAHC.NC,0,48.6
YR1995,ZAF,SI.POV.NAHC,0,
YR2000,ZAF,SI.POV.NAHC,0,
YR2005,ZAF,SI.POV.NAHC,0,66.6
YR2008,ZAF,SI.POV.NAHC,0,62.1
YR2010,ZAF,SI.POV.NAHC,0,53.2
YR2014,ZAF,SI.POV.NAHC,0,55.5
YR1995,ZAF,SI.POV.NAHC.NC,0,31
YR2000,ZAF,SI.POV.NAHC.NC,0,38
YR2005,ZAF,SI.POV.NAHC.NC,0,66.6
YR2008,ZAF,SI.POV.NAHC.NC,0,62.1
YR2010,ZAF,SI.POV.NAHC.NC,0,53.2
YR2014,ZAF,SI.POV.NAHC.NC,0,55.5
YR1991,ZMB,SI.POV.NAHC,0,
YR1993,ZMB,SI.POV.NAHC,0,
YR1996,ZMB,SI.POV.NAHC,0,
YR1998,ZMB,SI.POV.NAHC,0,
YR2002,ZMB,SI.POV.NAHC,0,
YR2004,ZMB,SI.POV.NAHC,0,
YR2006,ZMB,SI.POV.NAHC,0,
YR2010,ZMB,SI.POV.NAHC,0,54.7
YR2015,ZMB,SI.POV.NAHC,0,54.4
YR1991,ZMB,SI.POV.NAHC.NC,0,69.7
YR1993,ZMB,SI.POV.NAHC.NC,0,73.8
YR1996,ZMB,SI.POV.NAHC.NC,0,68.1
YR1998,ZMB,SI.POV.NAHC.NC,0,66.8
YR2002,ZMB,SI.POV.NAHC.NC,0,66.5
YR2004,ZMB,SI.POV.NAHC.NC,0,58.4
YR2006,ZMB,SI.POV.NAHC.NC,0,59.3
YR2010,ZMB,SI.POV.NAHC.NC,0,54.7
YR2015,ZMB,SI.POV.NAHC.NC,0,54.4
YR1995,ZWE,SI.POV.NAHC,0,
YR2001,ZWE,SI.POV.NAHC,0,70.9
YR2003,ZWE,SI.POV.NAHC,0,
YR2011,ZWE,SI.POV.NAHC,0,72.3
YR2017,ZWE,SI.POV.NAHC,0,70
YR1995,ZWE,SI.POV.NAHC.NC,0,75.6
YR2001,ZWE,SI.POV.NAHC.NC,0,70.9
YR2003,ZWE,SI.POV.NAHC.NC,0,72
YR2011,ZWE,SI.POV.NAHC.NC,0,72.3
YR2017,ZWE,SI.POV.NAHC.NC,0,70
